S.No.,Name,Location,Year,Kilometers_Driven,Fuel_Type,Transmission,Owner_Type,Mileage,Engine (liters),Power,Seats,New_Price,Price,updated_price
3815,Honda Amaze VX i-Vtech,Chennai,2014,48000,Petrol,Manual,First,18.0,1.198,86.7,5.0,,4.75,5697.49
3816,Audi A6 2.7 TDI,Pune,2011,112719,Diesel,Automatic,First,12.4,2.698,179.5,5.0,,11.5,13793.93
3817,Hyundai i20 1.2 Spotz,Chennai,2017,5000,Petrol,Manual,First,18.6,1.197,81.83,5.0,,6.95,8336.33
3818,Volkswagen Ameo 1.2 MPI Highline Plus 16,Mumbai,2016,16000,Petrol,Manual,First,17.0,1.198,73.75,5.0,,5.4,6477.15
3819,Renault Fluence 2.0,Jaipur,2011,63000,Petrol,Automatic,First,13.4,1.997,135.1,5.0,,4.75,5697.49
3820,Maruti Alto K10 VXI,Chennai,2011,28300,Petrol,Manual,First,24.07,0.998,67.1,5.0,4.5,2.15,5397.63
3821,Maruti Alto Std,Jaipur,2005,49000,Petrol,Manual,First,19.7,0.796,46.3,5.0,,0.9,1079.53
3822,Maruti Wagon R VXI BS IV,Kolkata,2016,12501,Petrol,Manual,First,20.51,0.998,67.04,5.0,,3.5,4198.15
3823,Fiat Linea 1.3 Emotion,Kochi,2016,56628,Diesel,Manual,First,20.4,1.248,92.0,5.0,,5.85,7016.91
3824,Maruti Swift Dzire Vdi BSIV,Pune,2010,105000,Diesel,Manual,First,19.3,1.248,73.9,5.0,,3.15,3778.34
3825,Renault Scala Diesel RxL,Pune,2016,52126,Diesel,Manual,First,21.64,1.461,84.8,5.0,,6.0,7196.83
3826,Hyundai i20 Magna,Kolkata,2010,38000,Petrol,Manual,First,18.5,1.197,80.0,5.0,,2.23,2674.82
3827,Hyundai Xcent 1.2 Kappa SX Option,Bangalore,2016,50000,Petrol,Manual,First,19.1,1.197,82.0,5.0,,2.5,2998.68
3828,Maruti Wagon R LXI,Kochi,2015,50230,Petrol,Manual,First,18.9,0.998,67.1,5.0,,3.87,4641.96
3829,Mahindra XUV500 W8 2WD,Ahmedabad,2014,31000,Diesel,Manual,First,15.1,2.179,140.0,7.0,,9.5,11394.99
3830,Toyota Fortuner 4x2 AT,Delhi,2014,79000,Diesel,Automatic,First,12.55,2.982,168.5,7.0,,17.75,21290.63
3831,Renault Duster 110PS Diesel RxZ Plus,Delhi,2012,130000,Diesel,Manual,First,19.64,1.461,108.45,5.0,,3.75,4498.02
3832,Hyundai Santro Xing GLS,Chennai,2010,115000,Petrol,Manual,Second,17.92,1.086,62.1,5.0,,1.5,1799.21
3833,Hyundai Verna 1.6 SX VTVT,Pune,2013,41500,Petrol,Manual,Second,17.01,1.591,121.3,5.0,,5.0,5997.36
3834,BMW X1 sDrive 20d Exclusive,Pune,2014,54385,Diesel,Automatic,Second,15.06,1.995,177.0,5.0,,17.0,20391.03
3835,Honda Civic 2006-2010 1.8 V AT,Kochi,2011,56361,Petrol,Automatic,First,12.9,1.799,130.0,5.0,,4.38,5253.69
3836,Audi A6 35 TFSI Matrix,Delhi,2018,22000,Petrol,Automatic,First,15.26,1.798,187.74,5.0,56.97,41.5,68333.93
3837,Maruti Wagon R LXI BS IV,Kolkata,2017,8000,Petrol,Manual,First,20.51,0.998,67.04,5.0,,3.0,3598.42
3838,Maruti Vitara Brezza ZDi Plus Dual Tone,Coimbatore,2018,28741,Diesel,Manual,First,24.3,1.248,88.5,5.0,12.56,11.0,15065.37
3839,Land Rover Discovery 3 TDV6 Diesel Automatic,Pune,2012,117236,Diesel,Automatic,Second,11.8,2.72,190.0,7.0,,14.0,16792.61
3840,Maruti Dzire New,Pune,2016,30500,Diesel,Automatic,First,26.59,1.248,74.0,5.0,,7.65,9175.96
3841,Hyundai Verna VTVT 1.6 SX,Kolkata,2018,5000,Petrol,Manual,First,17.0,1.591,121.3,5.0,11.19,8.7,13422.09
3842,Maruti Ertiga ZDI Plus,Hyderabad,2016,42000,Diesel,Manual,First,25.47,1.248,88.5,7.0,13.33,9.9,15988.96
3843,Hyundai Accent GLE,Mumbai,2010,32773,Petrol,Manual,First,13.2,1.495,94.0,5.0,,2.05,2458.92
3844,Hyundai i20 1.2 Sportz,Kolkata,2016,19008,Petrol,Manual,First,17.0,1.197,80.0,5.0,,5.25,6297.23
3845,Hyundai Verna VTVT 1.6 SX,Kochi,2012,32542,Petrol,Manual,First,17.0,1.591,121.3,5.0,11.67,5.77,13997.84
3846,Maruti Alto LX,Hyderabad,2010,94753,Petrol,Manual,First,19.7,0.796,46.3,5.0,,1.95,2338.97
3847,Mahindra Scorpio VLX,Ahmedabad,2011,70000,Diesel,Manual,Second,12.05,2.179,120.0,8.0,,7.45,8936.07
3848,Maruti Wagon R LXI,Delhi,2012,68347,Petrol,Manual,First,18.9,0.998,67.1,5.0,,2.6,3118.63
3849,Hyundai i20 1.2 Sportz,Ahmedabad,2011,72000,Petrol,Manual,Second,17.0,1.197,80.0,5.0,,3.25,3898.28
3850,Maruti Ritz VDi,Hyderabad,2010,75014,Diesel,Manual,First,21.1,1.248,73.9,5.0,,3.85,4617.97
3851,Renault Koleos 2.0 Diesel,Delhi,2013,65000,Diesel,Automatic,Second,13.73,1.995,148.0,5.0,,7.5,8996.04
3852,BMW 3 Series 320d,Kochi,2012,55598,Diesel,Automatic,First,22.69,1.995,190.0,5.0,47.87,11.5,57418.74
3853,Honda Brio V MT,Pune,2013,50000,Petrol,Manual,First,19.4,1.198,86.8,5.0,,3.25,3898.28
3854,Hyundai Sonata GOLD,Chennai,2003,44200,Petrol,Manual,Second,11.7,1.997,134.0,5.0,,1.5,1799.21
3855,Maruti Swift Dzire VDi,Jaipur,2014,65000,Diesel,Manual,First,19.3,1.248,73.9,5.0,,5.31,6369.2
3856,Mahindra XUV500 W8 4WD,Hyderabad,2013,49000,Diesel,Manual,First,16.0,2.179,140.0,7.0,,9.0,10795.25
3857,Hyundai i10 Sportz 1.1L,Kolkata,2016,7200,Petrol,Manual,First,19.81,1.086,68.05,5.0,,3.59,4306.11
3858,Maruti Ciaz ZXi Plus,Kochi,2016,43152,Petrol,Manual,First,20.73,1.373,91.1,5.0,,7.35,8816.12
3859,Toyota Innova 2.5 V Diesel 8-seater,Pune,2013,112000,Diesel,Manual,First,12.8,2.494,102.0,8.0,,12.0,14393.67
3860,Hyundai Grand i10 Sportz,Coimbatore,2017,23540,Petrol,Manual,First,18.9,1.197,82.0,5.0,,6.02,7220.82
3861,Chevrolet Optra Magnum 2.0 LS BSIII,Coimbatore,2008,82160,Diesel,Manual,First,16.52,1.991,123.7,5.0,,2.57,3082.64
3862,Mahindra Ssangyong Rexton RX5,Pune,2013,57000,Diesel,Manual,First,12.83,2.696,162.0,7.0,,12.45,14933.43
3863,Mahindra XUV500 W8 2WD,Coimbatore,2015,39335,Diesel,Manual,First,15.1,2.179,140.0,7.0,,12.63,15149.33
3864,Honda City i VTEC SV,Bangalore,2014,62000,Petrol,Manual,Second,17.4,1.497,117.3,5.0,,7.75,9295.91
3865,Ford Ecosport 1.5 DV5 MT Titanium,Delhi,2014,60000,Diesel,Manual,First,22.7,1.498,89.84,5.0,,5.5,6597.1
3866,Hyundai i20 Sportz 1.2,Kolkata,2015,35000,Petrol,Manual,First,18.6,1.197,81.83,5.0,,4.43,5313.66
3867,Mercedes-Benz CLA 200 CDI Sport,Kochi,2016,32345,Diesel,Automatic,First,17.9,2.143,136.0,5.0,,24.51,29399.06
3868,Hyundai EON Magna,Ahmedabad,2014,47000,Petrol,Manual,First,22.0,0.814,55.0,5.0,,2.65,3178.6
3869,Maruti Alto 800 2016-2019 CNG LXI,Delhi,2012,65537,CNG,Manual,Second,50.16,0.796,40.3,4.0,,2.1,2518.89
3870,Toyota Etios G Safety,Delhi,2011,36000,Petrol,Manual,First,17.6,1.496,88.7,5.0,,3.2,3838.31
3871,Maruti Swift Dzire Tour LDI,Chennai,2016,75000,Diesel,Manual,First,23.4,1.248,74.0,5.0,,4.25,5097.76
3872,Maruti Alto LXi,Kolkata,2008,38000,Petrol,Manual,First,19.7,0.796,46.3,5.0,,1.1,1319.42
3873,Maruti Celerio ZXI,Chennai,2015,57818,Petrol,Manual,First,23.1,0.998,67.04,5.0,,4.3,5157.73
3874,Ford Ecosport 1.5 DV5 MT Titanium Optional,Hyderabad,2015,45000,Diesel,Manual,First,22.7,1.498,89.84,5.0,,8.9,10675.3
3875,Nissan Terrano XV 110 PS Limited Edition,Jaipur,2015,75055,Diesel,Manual,First,19.01,1.461,108.5,5.0,,6.5,7796.57
3876,Honda Accord VTi-L AT,Delhi,2009,65462,Petrol,Automatic,Third,11.1,2.354,142.0,5.0,,3.5,4198.15
3877,Maruti Swift Ldi BSIII,Hyderabad,2008,76206,Diesel,Manual,First,17.8,1.248,75.0,5.0,,4.25,5097.76
3878,Mahindra XUV500 AT W10 FWD,Kochi,2018,25948,Diesel,Automatic,First,16.0,2.179,140.0,7.0,,16.46,19743.31
3879,Honda Jazz 1.2 VX i VTEC,Mumbai,2016,28500,Petrol,Manual,First,18.7,1.199,88.7,5.0,,5.95,7136.86
3880,Honda City i VTEC V,Mumbai,2015,28004,Petrol,Manual,First,17.8,1.497,117.3,5.0,,7.1,8516.25
3881,Fiat Grande Punto 1.2 Dynamic,Kolkata,2011,25000,Petrol,Manual,Second,15.7,1.172,67.0,5.0,,1.25,1499.34
3882,Maruti Estilo LXI,Kolkata,2010,40000,Petrol,Manual,Second,19.5,1.061,0.0,,,2.5,2998.68
3883,Maruti Ertiga ZXI,Pune,2013,82543,Petrol,Manual,First,16.02,1.373,93.7,7.0,,5.5,6597.1
3884,Nissan Micra XL,Chennai,2013,30000,Petrol,Manual,First,18.44,1.198,75.0,5.0,,3.25,3898.28
3885,Honda City 1.5 V MT,Hyderabad,2010,27800,Petrol,Manual,First,17.0,1.497,118.0,5.0,,5.0,5997.36
3886,Toyota Etios VX,Coimbatore,2016,33415,Petrol,Manual,First,16.78,1.496,88.73,5.0,,6.58,7892.53
3887,BMW 3 Series 320d Luxury Line,Mumbai,2013,38000,Diesel,Automatic,First,18.88,1.995,184.0,5.0,,19.5,23389.71
3888,Honda Jazz 1.2 SV i VTEC,Kochi,2017,41981,Petrol,Manual,First,18.7,1.199,88.7,5.0,,6.14,7364.76
3889,Maruti Dzire VDI,Jaipur,2013,77084,Diesel,Manual,First,28.4,1.248,73.75,5.0,8.75,4.95,10495.38
3890,Skoda Rapid 1.6 TDI Elegance,Hyderabad,2013,71803,Diesel,Manual,First,20.5,1.598,103.5,5.0,,5.75,6896.97
3891,Mahindra XUV500 W6 2WD,Kolkata,2013,73314,Diesel,Manual,First,15.1,2.179,140.0,7.0,,6.6,7916.52
3892,Hyundai Grand i10 AT Asta,Coimbatore,2015,69053,Petrol,Automatic,First,18.9,1.197,82.0,5.0,,5.72,6860.98
3893,Honda City 1.5 V MT,Delhi,2009,79782,Petrol,Manual,Second,17.0,1.497,118.0,5.0,,2.6,3118.63
3894,Toyota Innova 2.5 GX 7 STR,Hyderabad,2010,250000,Diesel,Manual,Second,12.8,2.494,102.0,7.0,,6.5,7796.57
3895,Mahindra XUV500 W8 2WD,Pune,2011,90000,Diesel,Manual,Second,15.1,2.179,140.0,7.0,,6.1,7316.78
3896,Maruti Swift Dzire VDi,Hyderabad,2010,130000,Diesel,Manual,First,19.3,1.248,73.9,5.0,,3.85,4617.97
3897,Volkswagen Vento Petrol Highline,Pune,2013,65000,Petrol,Manual,Second,15.04,1.598,103.6,5.0,,4.5,5397.63
3898,Toyota Etios GD,Coimbatore,2013,46496,Diesel,Manual,First,23.59,1.364,0.0,5.0,,5.3,6357.2
3899,Audi A4 2.0 TDI,Bangalore,2013,76000,Diesel,Automatic,Second,16.55,1.968,147.51,5.0,,18.25,21890.37
3900,Maruti Ertiga LXI,Ahmedabad,2012,28002,Petrol,Manual,First,16.02,1.373,93.7,7.0,,5.75,6896.97
3901,Toyota Corolla Altis 1.8 G CNG,Mumbai,2010,63000,CNG,Manual,Second,21.794999999999998,1.798,138.0,5.0,,3.35,4018.23
3902,Maruti 800 AC,Jaipur,2010,70000,Petrol,Manual,Second,16.1,0.796,37.0,4.0,,0.9,1079.53
3903,Honda City 1.5 V MT,Hyderabad,2011,66276,Petrol,Manual,First,17.0,1.497,118.0,5.0,,5.5,6597.1
3904,Maruti Swift Dzire VXI,Kolkata,2014,45000,Petrol,Manual,First,19.1,1.197,85.8,5.0,,3.99,4785.89
3905,Toyota Camry Hybrid,Delhi,2014,67000,Petrol,Automatic,First,19.16,2.494,158.2,5.0,,18.75,22490.1
3906,Hyundai Grand i10 CRDi Sportz,Kolkata,2014,43068,Diesel,Manual,First,24.0,1.12,70.0,5.0,,3.5,4198.15
3907,Toyota Innova Crysta 2.8 GX AT 8S,Chennai,2016,40000,Diesel,Automatic,First,11.36,2.755,171.5,8.0,21.1,16.45,25308.86
3908,Hyundai i10 Magna,Coimbatore,2011,50436,Petrol,Manual,First,20.36,1.197,78.9,5.0,,3.65,4378.07
3909,Hyundai Grand i10 AT Asta,Bangalore,2014,21000,Petrol,Automatic,First,18.9,1.197,82.0,5.0,,5.4,6477.15
3910,Maruti Baleno Alpha Diesel,Mumbai,2018,2000,Diesel,Manual,First,27.39,1.248,74.0,5.0,10.28,8.7,12330.57
3911,Skoda Superb Style 1.8 TSI AT,Mumbai,2016,14500,Petrol,Automatic,First,14.67,1.798,177.46,5.0,33.36,20.75,40014.39
3912,Mercedes-Benz New C-Class 220 CDI AT,Hyderabad,2010,68782,Diesel,Automatic,First,14.84,2.143,170.0,5.0,,12.5,14993.4
3913,Maruti Ritz VDi,Kolkata,2011,35888,Diesel,Manual,First,21.1,1.248,73.9,5.0,,1.89,2267.0
3914,Maruti Swift Dzire Tour LDI,Kolkata,2015,168205,Diesel,Manual,First,23.4,1.248,74.0,5.0,,4.0,4797.89
3915,Honda Civic 2010-2013 1.8 V MT,Mumbai,2012,47000,Petrol,Manual,First,14.8,1.799,130.2,5.0,,3.95,4737.92
3916,Maruti Ertiga SHVS VDI,Hyderabad,2015,93700,Diesel,Manual,First,24.52,1.248,88.5,7.0,,7.85,9415.86
3917,Hyundai Elantra CRDi SX,Kolkata,2014,45000,Diesel,Manual,First,22.7,1.582,126.24,5.0,,7.0,8396.31
3918,Toyota Fortuner 4x2 AT,Hyderabad,2016,55547,Diesel,Automatic,First,12.55,2.982,168.5,7.0,,24.99,29974.81
3919,Volkswagen Polo GT TSI,Delhi,2013,69000,Petrol,Automatic,First,17.21,1.197,103.6,5.0,,4.5,5397.63
3920,Skoda Octavia Classic 1.9 TDI MT,Pune,2005,88000,Diesel,Manual,Third,18.7,1.896,66.0,5.0,,1.25,1499.34
3921,Volkswagen Polo 1.5 TDI Trendline,Delhi,2014,32400,Diesel,Manual,First,20.14,1.498,88.8,5.0,,3.95,4737.92
3922,Hyundai Santro Xing GL Plus,Pune,2012,79000,Petrol,Manual,Second,17.92,1.086,62.1,5.0,,1.6,1919.16
3923,Hyundai Accent GLE,Hyderabad,2004,110000,Petrol,Manual,First,13.2,1.495,94.0,5.0,,0.6,719.68
3924,Hyundai EON D Lite Plus,Coimbatore,2014,45407,Petrol,Manual,Second,21.1,0.814,55.2,5.0,,3.39,4066.21
3925,Toyota Innova 2.5 V Diesel 7-seater,Hyderabad,2011,136490,Diesel,Manual,First,12.8,2.494,102.0,7.0,,9.8,11754.83
3926,Maruti Ignis 1.3 Zeta,Mumbai,2017,19000,Diesel,Manual,First,26.8,1.248,74.0,5.0,,5.91,7088.88
3927,Maruti Ciaz Alpha,Mumbai,2017,19416,Petrol,Manual,First,21.56,1.462,103.25,5.0,11.56,8.25,13865.9
3928,Maruti Swift Dzire VXi,Mumbai,2012,15500,Petrol,Manual,First,17.5,1.298,85.8,5.0,,3.75,4498.02
3929,Honda City i VTEC CVT VX,Hyderabad,2017,12538,Petrol,Automatic,First,18.0,1.497,117.3,5.0,,12.5,14993.4
3930,Maruti Swift VDI BSIV W ABS,Bangalore,2015,62588,Diesel,Manual,First,17.8,1.248,0.0,5.0,,5.95,7136.86
3931,Honda Brio S MT,Delhi,2015,44328,Petrol,Manual,First,19.4,1.198,86.8,5.0,,3.8,4557.99
3932,Toyota Etios Liva GD,Delhi,2014,63000,Diesel,Manual,First,23.59,1.364,67.04,5.0,,4.35,5217.7
3933,Volvo XC60 D5,Hyderabad,2015,100000,Diesel,Automatic,First,13.5,2.4,215.0,5.0,,32.5,38982.85
3934,Tata Indigo CS eGVX,Kolkata,2015,103000,Petrol,Manual,First,15.64,1.193,64.08,5.0,,3.0,3598.42
3935,Toyota Innova Crysta 2.8 ZX AT,Pune,2016,50296,Diesel,Automatic,Second,11.36,2.755,171.5,7.0,27.07,19.0,32469.71
3936,Volkswagen Vento Diesel Highline,Pune,2013,95500,Diesel,Manual,First,20.54,1.598,103.6,5.0,,5.0,5997.36
3937,Ford Ecosport 1.5 DV5 MT Titanium,Pune,2014,72100,Diesel,Manual,First,22.7,1.498,89.84,5.0,,5.45,6537.12
3938,Maruti Wagon R VXI,Mumbai,2010,19119,Petrol,Manual,First,18.9,0.998,67.1,5.0,,2.7,3238.58
3939,Mercedes-Benz S-Class 320 L,Mumbai,2006,30000,Petrol,Manual,First,13.0,2.987,210.0,5.0,,10.75,12894.33
3940,Volkswagen Polo 1.5 TDI Highline,Hyderabad,2015,75600,Diesel,Manual,First,20.14,1.498,88.8,5.0,,5.8,6956.94
3941,Tata Indica GLS BS IV,Pune,2007,137000,Petrol,Manual,Second,15.3,1.193,65.3,5.0,,0.95,1139.5
3942,Maruti 800 Std BSIII,Jaipur,2002,53500,Petrol,Manual,Second,16.1,0.796,37.0,4.0,,0.63,755.67
3943,Jeep Compass 2.0 Longitude,Kochi,2018,26101,Diesel,Manual,First,17.1,1.956,170.0,5.0,21.38,17.55,25644.72
3944,Maruti Alto K10 LXI Optional,Pune,2016,7000,Petrol,Manual,First,24.07,0.998,67.1,5.0,4.36,3.0,5229.7
3945,Skoda Octavia Elegance 2.0 TDI AT,Bangalore,2013,50000,Diesel,Automatic,First,19.3,1.968,141.0,5.0,,15.0,17992.08
3946,Maruti Swift Dzire VDI Optional,Hyderabad,2016,30000,Diesel,Manual,First,26.59,1.248,74.0,5.0,,6.0,7196.83
3947,Maruti Ciaz VDi Plus SHVS,Mumbai,2016,38151,Diesel,Manual,First,28.09,1.248,88.5,5.0,,7.65,9175.96
3948,Mercedes-Benz New C-Class C 220 CDI CLASSIC,Jaipur,2009,116000,Diesel,Manual,Second,15.8,2.148,170.0,5.0,,8.5,10195.51
3949,Ford Figo Diesel ZXI,Kolkata,2013,22000,Diesel,Manual,First,20.0,1.399,68.0,5.0,,2.25,2698.81
3950,Toyota Corolla Altis VL,Delhi,2010,60000,Petrol,Automatic,Second,14.53,1.798,138.1,5.0,,4.65,5577.55
3951,Maruti SX4 S Cross DDiS 320 Zeta,Mumbai,2016,38000,Diesel,Manual,First,22.7,1.598,118.0,5.0,,7.85,9415.86
3952,Ford Figo Petrol ZXI,Coimbatore,2011,51928,Petrol,Manual,First,15.6,1.196,70.0,5.0,,3.46,4150.17
3953,Honda Jazz Exclusive CVT,Mumbai,2018,3000,Petrol,Automatic,First,19.0,1.199,88.7,5.0,10.81,8.25,12966.29
3954,Maruti Zen LXi - BS III,Pune,2006,67196,Petrol,Manual,First,17.3,0.993,60.0,5.0,,1.25,1499.34
3955,Toyota Fortuner 3.0 Diesel,Bangalore,2012,100000,Diesel,Manual,Third,11.5,2.982,171.0,7.0,,16.0,19191.56
3956,Maruti Ciaz ZDi Plus,Jaipur,2015,65218,Diesel,Manual,First,26.21,1.248,88.5,5.0,,7.4,8876.09
3957,Renault KWID RXT,Kochi,2016,53886,Petrol,Manual,First,25.17,0.799,53.3,5.0,,3.07,3682.38
3958,Hyundai i10 Magna AT,Coimbatore,2011,50058,Petrol,Automatic,First,19.2,1.197,80.0,5.0,,3.84,4605.97
3959,Maruti Celerio ZXI AT Optional,Pune,2016,64000,Petrol,Automatic,First,23.1,0.998,67.04,5.0,,4.2,5037.78
3960,Hyundai Creta 1.4 E Plus Diesel,Kochi,2018,41641,Diesel,Manual,First,21.38,1.396,88.7,5.0,,10.82,12978.29
3961,Honda Jazz 1.5 SV i DTEC,Hyderabad,2016,44345,Diesel,Manual,First,27.3,1.498,98.6,5.0,,6.1,7316.78
3962,Honda City 1.5 S MT,Kolkata,2011,45501,Petrol,Manual,First,17.0,1.497,118.0,5.0,,3.1,3718.36
3963,Mitsubishi Lancer 1.5 SFXi,Chennai,2001,104000,Petrol,Manual,Third,13.7,1.468,85.8,5.0,,1.0,1199.47
3964,Nissan Sunny XE P,Coimbatore,2012,50297,Petrol,Manual,First,16.95,1.498,97.6,5.0,8.55,4.69,10255.49
3965,Honda Accord 2.4 AT,Mumbai,2011,87000,Petrol,Automatic,First,11.7,2.354,177.6,5.0,,5.4,6477.15
3966,Mahindra XUV500 W8 2WD,Mumbai,2016,120000,Diesel,Manual,First,15.1,2.179,140.0,7.0,,12.0,14393.67
3967,Hyundai i20 1.2 Magna Executive,Mumbai,2018,17000,Petrol,Manual,First,18.6,1.197,81.83,5.0,,6.5,7796.57
3968,Nissan Micra Diesel XL,Chennai,2014,100000,Diesel,Manual,First,23.08,1.461,63.1,5.0,,3.0,3598.42
3969,Maruti Ciaz AT ZXi,Kochi,2015,50979,Petrol,Automatic,First,19.12,1.373,91.1,5.0,,6.9,8276.36
3970,Volkswagen Vento Diesel Trendline,Chennai,2011,41000,Diesel,Manual,First,20.54,1.598,103.6,5.0,,4.0,4797.89
3971,Hyundai i20 Asta,Chennai,2011,24000,Petrol,Manual,First,17.0,1.197,80.0,5.0,,4.25,5097.76
3972,Toyota Corolla Altis G,Hyderabad,2008,44738,Petrol,Manual,First,14.53,1.798,138.1,5.0,,5.1,6117.31
3973,Honda City i DTEC VX,Kolkata,2014,37298,Diesel,Manual,First,25.1,1.498,98.6,5.0,,4.9,5877.41
3974,Maruti Swift VXI BSIV,Pune,2014,42000,Petrol,Manual,Second,20.4,1.197,81.8,5.0,,3.6,4318.1
3975,Mercedes-Benz E-Class 2009-2013 E250 CDI Elegance,Pune,2016,45000,Diesel,Automatic,First,14.21,2.143,203.0,5.0,,34.0,40782.06
3976,Toyota Innova 2.5 G (Diesel) 7 Seater,Mumbai,2015,102000,Diesel,Manual,First,12.99,2.494,100.6,7.0,,8.25,9895.65
3977,Maruti Swift Lxi BSIII,Pune,2011,70000,Petrol,Manual,First,16.1,1.298,88.2,5.0,,1.3,1559.31
3978,Mercedes-Benz New C-Class C 220d Avantgarde Edition C,Coimbatore,2018,27467,Diesel,Automatic,First,19.27,2.143,167.62,5.0,,39.05,46839.39
3979,Hyundai Grand i10 Asta,Kolkata,2015,15305,Petrol,Manual,First,18.9,1.197,82.0,5.0,,3.75,4498.02
3980,Maruti Wagon R LXI BS IV,Mumbai,2010,70000,Petrol,Manual,First,18.9,0.998,67.1,5.0,,2.1,2518.89
3981,Ford EcoSport 1.5 TDCi Titanium,Hyderabad,2016,36778,Diesel,Manual,First,22.77,1.498,98.59,5.0,,8.8,10555.36
3982,Volkswagen Polo 1.2 MPI Comfortline,Coimbatore,2015,25845,Petrol,Manual,First,16.47,1.198,74.0,5.0,,5.84,7004.92
3983,Hyundai Verna 1.6 VTVT AT SX,Kochi,2018,33858,Petrol,Automatic,First,17.01,1.591,121.3,5.0,,9.03,10831.23
3984,Renault KWID AMT RXL,Ahmedabad,2017,12000,Petrol,Automatic,Second,24.04,0.999,67.0,5.0,,3.25,3898.28
3985,Honda Brio S Option AT,Coimbatore,2013,33709,Petrol,Automatic,First,16.5,1.198,86.8,5.0,,4.9,5877.41
3986,Ford Figo Aspire 1.2 Ti-VCT Titanium,Kochi,2018,32709,Petrol,Manual,First,18.16,1.196,86.8,5.0,,6.46,7748.59
3987,Toyota Fortuner 3.0 Diesel,Bangalore,2014,72000,Diesel,Manual,Second,11.5,2.982,171.0,7.0,,18.5,22190.24
3988,Tata Indigo eCS eLX BS IV,Ahmedabad,2013,31000,Diesel,Manual,First,25.0,1.396,69.01,5.0,,2.7,3238.58
3989,Ford Figo 2015-2019 1.5D Ambiente MT,Chennai,2016,70000,Diesel,Manual,First,25.83,1.498,99.0,5.0,,4.6,5517.57
3990,Maruti Swift Dzire VDI,Jaipur,2014,61000,Diesel,Manual,First,23.4,1.248,74.0,5.0,,5.35,6417.18
3991,Nissan Micra Diesel XV Primo,Pune,2011,72000,Diesel,Manual,First,23.08,1.461,63.1,5.0,,2.3,2758.79
3992,Skoda Octavia Style Plus 2.0 TDI AT,Delhi,2016,49000,Diesel,Automatic,First,19.3,1.968,141.0,5.0,,15.45,18531.85
3993,Volkswagen Jetta 2013-2015 2.0L TDI Highline AT,Hyderabad,2014,42939,Diesel,Automatic,First,16.96,1.968,138.03,5.0,,12.49,14981.41
3994,Audi Q7 35 TDI Quattro Technology,Coimbatore,2016,32545,Diesel,Automatic,First,12.07,2.967,241.4,7.0,,48.76,58486.27
3995,Hyundai i20 1.2 Sportz,Pune,2011,54000,Petrol,Manual,First,17.0,1.197,80.0,5.0,,3.2,3838.31
3996,BMW 3 Series 320d Corporate Edition,Delhi,2012,76000,Diesel,Automatic,First,16.07,1.995,181.0,4.0,,8.75,10495.38
3997,Hyundai i20 Active 1.4 SX Dual Tone,Kolkata,2015,27000,Diesel,Manual,First,21.19,1.396,88.73,5.0,,5.99,7184.84
3998,Mahindra Scorpio 2.6 DX,Chennai,2005,120000,Diesel,Manual,Second,12.7,2.609,116.6,8.0,,2.9,3478.47
3999,Audi A4 3.2 FSI Tiptronic Quattro,Hyderabad,2012,125000,Petrol,Automatic,First,10.5,3.197,0.0,0.0,,18.0,21590.5
4000,Ford Figo Diesel EXI,Kolkata,2011,37000,Diesel,Manual,First,20.0,1.399,68.05,5.0,,1.8,2159.05
4001,Honda Accord 2.4 Inspire M/T,Mumbai,2012,42000,Petrol,Manual,First,9.8,2.354,180.0,5.0,,6.25,7496.7
4002,Hyundai i20 Sportz 1.4 CRDi,Bangalore,2013,60000,Diesel,Manual,First,21.9,1.396,88.76,5.0,,5.45,6537.12
4003,Jaguar XF 2.2 Litre Luxury,Mumbai,2018,3000,Diesel,Automatic,First,16.36,2.179,187.7,5.0,,52.5,62972.29
4004,Hyundai Verna 1.6 SX VTVT (O) AT,Mumbai,2013,44000,Petrol,Automatic,First,17.1,1.591,121.4,5.0,,5.6,6717.04
4005,Honda City i VTEC VX Option,Kolkata,2014,37000,Petrol,Manual,First,17.4,1.497,117.3,5.0,,6.45,7736.6
4006,Hyundai i20 Asta Optional with Sunroof 1.2,Mumbai,2012,50000,Petrol,Manual,First,18.5,1.197,82.85,5.0,,3.7,4438.05
4007,Honda Brio S MT,Chennai,2013,58581,Petrol,Manual,First,19.4,1.198,86.8,5.0,,3.49,4186.16
4008,Hyundai i20 Sportz 1.4 CRDi,Kolkata,2013,25500,Diesel,Manual,First,21.9,1.396,88.76,5.0,,3.55,4258.13
4009,Maruti Grand Vitara 2.4 MT,Mumbai,2017,25000,Petrol,Manual,First,10.4,2.393,163.5,5.0,,9.0,10795.25
4010,Maruti A-Star Vxi,Hyderabad,2011,53766,Petrol,Manual,First,19.0,0.998,66.1,5.0,,2.7,3238.58
4011,Fiat Punto 1.3 Emotion,Pune,2011,45271,Diesel,Manual,First,20.3,,,,,2.6,3118.63
4012,Maruti Alto LXi,Chennai,2006,68000,Petrol,Manual,First,19.7,0.796,46.3,5.0,,1.5,1799.21
4013,Mahindra XUV500 W10 2WD,Jaipur,2017,40000,Diesel,Manual,First,16.0,2.179,140.0,7.0,,15.9,19071.61
4014,Maruti Swift RS VDI,Hyderabad,2013,73212,Diesel,Manual,First,22.9,1.248,74.0,5.0,,5.2,6237.26
